1) d = 81 | x1 = -1.0 | x2 = 0

13866) d = 24.01 | x1 = 0 | x2 = 0

13867) d = 24.01 | x1 = 0 | x2 = 0

13868) d = 24.01 | x1 = 0 | x2 = 0

13869) d = 24.01 | x1 = 0 | x2 = 0

13870) d = 24.01 | x1 = 0 | x2 = 0

13871) d = 24.01 | x1 = 0 | x2 = 0

13872) d = 24.01 | x1 = 0 | x2 = 0

13873) d = 24.01 | x1 = 0 | x2 = 0

13874) d = 24.01 | x1 = 0 | x2 = 0

13875) d = 24.01 | x1 = 0 | x2 = 0

13876) d = 24.01 | x1 = 0 | x2 = 0

13877) d = 24.01 | x1 = 0 | x2 = 0

13878) d = 24.01 | x1 = 0 | x2 = 0

13879) d = 24.01 | x1 = 0 | x2 = 0

13880) d = 24.01 | x1 = 0 | x2 = 0

13881) d = 24.01 | x1 = 0 | x2 = 0

13882) d = 24.01 | x1 = 0 | x2 = 0

13883) d = 24.01 | x1 = 0 | x2 = 0

13884) d = 24.01 | x1 = 0 | x2 = 0

13885) d = 24.01 | x1 = 0 | x2 = 0

13886) d = 24.01 | x1 = 0 | x2 = 0

13887) d = 24.01 | x1 = 0 | x2 = 0

13888) d = 24.01 | x1 = 0 | x2 = 0

13889) d = 24.01 | x1 = 0 | x2 = 0

13890) d = 24.01 | x1 = 0 | x2 = 0

13891) d = 24.01 | x1 = 0 | x2 = 0

13892) d = 24.01 | x1 = 0 | x2 = 0

13893) d = 24.01 | x1 = 0 | x2 = 0

13894) d = 24.01 | x1 = 0 | x2 = 0

13895) d = 24.01 | x1 = 0 | x2 = 0

13896) d = 24.01 | x1 = 0 | x2 = 0

13897) d = 24.01 | x1 = 0 | x2 = 0

13898) d = 24.01 | x1 = 0 | x2 = 0

13899) d = 24.01 | x1 = 0 | x2 = 0

13900) d = 24.01 | x1 = 0 | x2 = 0

13901) d = 24.01 | x1 = 0 | x2 = 0

13902) d = 24.01 | x1 = 0 | x2 = 0

13903) d = 24.01 | x1 = 0 | x2 = 0

13904) d = 24.01 | x1 = 0 | x2 = 0

13905) d = 24.01 | x1 = 0 | x2 = 0

13906) d = 24.01 | x1 = 0 | x2 = 0

13907) d = 24.01 | x1 = 0 | x2 = 0

13908) d = 24.01 | x1 = 0 | x2 = 0

13909) d = 24.01 | x1 = 0 | x2 = 0

13910) d = 24.01 | x1 = 0 | x2 = 0

13911) d = 24.01 | x1 = 0 | x2 = 0

13912) d = 24.01 | x1 = 0 | x2 = 0

13913) d = 24.01 | x1 = 0 | x2 = 0

13914) d = 24.01 | x1 = 0 | x2 = 0

13915) d = 24.01 | x1 = 0 | x2 = 0

13916) d = 24.01 | x1 = 0 | x2 = 0

13917) d = 24.01 | x1 = 0 | x2 = 0

13918) d = 24.01 | x1 = 0 | x2 = 0

13919) d = 24.01 | x1 = 0 | x2 = 0

13920) d = 24.01 | x1 = 0 | x2 = 0

13921) d = 24.01 | x1 = 0 | x2 = 0

13922) d = 24.01 | x1 = 0 | x2 = 0

13923) d = 24.01 | x1 = 0 | x2 = 0

13924) d = 24.01 | x1 = 0 | x2 = 0

13925) d = 24.01 | x1 = 0 | x2 = 0

13926) d = 24.01 | x1 = 0 | x2 = 0

13927) d = 24.01 | x1 = 0 | x2 = 0

13928) d = 24.01 | x1 = 0 | x2 = 0

13929) d = 24.01 | x1 = 0 | x2 = 0

13930) d = 24.01 | x1 = 0 | x2 = 0

13931) d = 24.01 | x1 = 0 | x2 = 0

13932) d = 24.01 | x1 = 0 | x2 = 0

13933) d = 24.01 | x1 = 0 | x2 = 0

13934) d = 24.01 | x1 = 0 | x2 = 0

13935) d = 24.01 | x1 = 0 | x2 = 0

13936) d = 24.01 | x1 = 0 | x2 = 0

13937) d = 24.01 | x1 = 0 | x2 = 0

13938) d = 24.01 | x1 = 0 | x2 = 0

13939) d = 24.01 | x1 = 0 | x2 = 0

13940) d = 24.01 | x1 = 0 | x2 = 0

13941) d = 24.01 | x1 = 0 | x2 = 0

13942) d = 24.01 | x1 = 0 | x2 = 0

13943) d = 24.01 | x1 = 0 | x2 = 0

13944) d = 24.01 | x1 = 0 | x2 = 0

13945) d = 24.01 | x1 = 0 | x2 = 0

13946) d = 24.01 | x1 = 0 | x2 = 0

13947) d = 24.01 | x1 = 0 | x2 = 0

13948) d = 24.01 | x1 = 0 | x2 = 0

13949) d = 24.01 | x1 = 0 | x2 = 0

13950) d = 24.01 | x1 = 0 | x2 = 0

13951) d = 24.01 | x1 = 0 | x2 = 0

13952) d = 24.01 | x1 = 0 | x2 = 0

13953) d = 23.04 | x1 = 0 | x2 = 0

13954) d = 23.04 | x1 = 0 | x2 = 0

13955) d = 23.04 | x1 = 0 | x2 = 0

13956) d = 23.04 | x1 = 0 | x2 = 0

13957) d = 23.04 | x1 = 0 | x2 = 0

13958) d = 23.04 | x1 = 0 | x2 = 0

13959) d = 23.04 | x1 = 0 | x2 = 0

13960) d = 23.04 | x1 = 0 | x2 = 0

13961) d = 23.04 | x1 = 0 | x2 = 0

13962) d = 23.04 | x1 = 0 | x2 = 0

13963) d = 23.04 | x1 = 0 | x2 = 0

13964) d = 23.04 | x1 = 0 | x2 = 0

13965) d = 23.04 | x1 = 0 | x2 = 0

13966) d = 23.04 | x1 = 0 | x2 = 0

13967) d = 23.04 | x1 = 0 | x2 = 0

13968) d = 23.04 | x1 = 0 | x2 = 0

13969) d = 23.04 | x1 = 0 | x2 = 0

13970) d = 23.04 | x1 = 0 | x2 = 0

13971) d = 23.04 | x1 = 0 | x2 = 0

13972) d = 23.04 | x1 = 0 | x2 = 0

13973) d = 23.04 | x1 = 0 | x2 = 0

13974) d = 23.04 | x1 = 0 | x2 = 0

13975) d = 23.04 | x1 = 0 | x2 = 0

13976) d = 23.04 | x1 = 0 | x2 = 0

13977) d = 23.04 | x1 = 0 | x2 = 0

13978) d = 23.04 | x1 = 0 | x2 = 0

13979) d = 23.04 | x1 = 0 | x2 = 0

13980) d = 23.04 | x1 = 0 | x2 = 0

13981) d = 23.04 | x1 = 0 | x2 = 0

13982) d = 23.04 | x1 = 0 | x2 = 0

13983) d = 23.04 | x1 = 0 | x2 = 0

13984) d = 23.04 | x1 = 0 | x2 = 0

13985) d = 23.04 | x1 = 0 | x2 = 0

13986) d = 23.04 | x1 = 0 | x2 = 0

13987) d = 23.04 | x1 = 0 | x2 = 0

13988) d = 23.04 | x1 = 0 | x2 = 0

13989) d = 23.04 | x1 = 0 | x2 = 0

13990) d = 23.04 | x1 = 0 | x2 = 0

13991) d = 23.04 | x1 = 0 | x2 = 0

13992) d = 23.04 | x1 = 0 | x2 = 0

13993) d = 23.04 | x1 = 0 | x2 = 0

13994) d = 23.04 | x1 = 0 | x2 = 0

13995) d = 23.04 | x1 = 0 | x2 = 0

13996) d = 23.04 | x1 = 0 | x2 = 0

13997) d = 23.04 | x1 = 0 | x2 = 0

13998) d = 23.04 | x1 = 0 | x2 = 0

13999) d = 23.04 | x1 = 0 | x2 = 0

14000) d = 23.04 | x1 = 0 | x2 = 0

14001) d = 23.04 | x1 = 0 | x2 = 0

14002) d = 23.04 | x1 = 0 | x2 = 0

14003) d = 23.04 | x1 = 0 | x2 = 0

14004) d = 23.04 | x1 = 0 | x2 = 0

14005) d = 23.04 | x1 = 0 | x2 = 0

14006) d = 23.04 | x1 = 0 | x2 = 0

14007) d = 23.04 | x1 = 0 | x2 = 0

14008) d = 23.04 | x1 = 0 | x2 = 0

14009) d = 23.04 | x1 = 0 | x2 = 0

14010) d = 23.04 | x1 = 0 | x2 = 0

14011) d = 23.04 | x1 = 0 | x2 = 0

14012) d = 23.04 | x1 = 0 | x2 = 0

14013) d = 23.04 | x1 = 0 | x2 = 0

14014) d = 23.04 | x1 = 0 | x2 = 0

14015) d = 23.04 | x1 = 0 | x2 = 0

14016) d = 23.04 | x1 = 0 | x2 = 0

14017) d = 23.04 | x1 = 0 | x2 = 0

14018) d = 23.04 | x1 = 0 | x2 = 0

14019) d = 23.04 | x1 = 0 | x2 = 0

14020) d = 23.04 | x1 = 0 | x2 = 0

14021) d = 23.04 | x1 = 0 | x2 = 0

14022) d = 23.04 | x1 = 0 | x2 = 0

14023) d = 23.04 | x1 = 0 | x2 = 0

14024) d = 23.04 | x1 = 0 | x2 = 0

14025) d = 23.04 | x1 = 0 | x2 = 0

14026) d = 23.04 | x1 = 0 | x2 = 0

14027) d = 23.04 | x1 = 0 | x2 = 0

14028) d = 23.04 | x1 = 0 | x2 = 0

14029) d = 23.04 | x1 = 0 | x2 = 0

14030) d = 23.04 | x1 = 0 | x2 = 0

14031) d = 23.04 | x1 = 0 | x2 = 0

14032) d = 23.04 | x1 = 0 | x2 = 0

14033) d = 23.04 | x1 = 0 | x2 = 0

14034) d = 23.04 | x1 = 0 | x2 = 0

14035) d = 23.04 | x1 = 0 | x2 = 0

14036) d = 23.04 | x1 = 0 | x2 = 0

14037) d = 23.04 | x1 = 0 | x2 = 0

14038) d = 23.04 | x1 = 0 | x2 = 0

14039) d = 23.04 | x1 = 0 | x2 = 0

14040) d = 23.04 | x1 = 0 | x2 = 0

14041) d = 23.04 | x1 = 0 | x2 = 0

14042) d = 23.04 | x1 = 0 | x2 = 0

14043) d = 23.04 | x1 = 0 | x2 = 0

14044) d = 23.04 | x1 = 0 | x2 = 0

14045) d = 23.04 | x1 = 0 | x2 = 0

14046) d = 23.04 | x1 = 0 | x2 = 0

14047) d = 23.04 | x1 = 0 | x2 = 0

14048) d = 23.04 | x1 = 0 | x2 = 0

14049) d = 23.04 | x1 = 0 | x2 = 0

14050) d = 23.04 | x1 = 0 | x2 = 0

14051) d = 23.04 | x1 = 0 | x2 = 0

14052) d = 23.04 | x1 = 0 | x2 = 0

14053) d = 23.04 | x1 = 0 | x2 = 0

14054) d = 23.04 | x1 = 0 | x2 = 0

14055) d = 23.04 | x1 = 0 | x2 = 0

14056) d = 23.04 | x1 = 0 | x2 = 0

14057) d = 23.04 | x1 = 0 | x2 = 0

14058) d = 23.04 | x1 = 0 | x2 = 0

14059) d = 23.04 | x1 = 0 | x2 = 0

14060) d = 23.04 | x1 = 0 | x2 = 0

14061) d = 23.04 | x1 = 0 | x2 = 0

14062) d = 23.04 | x1 = 0 | x2 = 0

14063) d = 23.04 | x1 = 0 | x2 = 0

14064) d = 23.04 | x1 = 0 | x2 = 0

14065) d = 23.04 | x1 = 0 | x2 = 0

14066) d = 23.04 | x1 = 0 | x2 = 0

14067) d = 23.04 | x1 = 0 | x2 = 0

14068) d = 23.04 | x1 = 0 | x2 = 0

14069) d = 23.04 | x1 = 0 | x2 = 0

14070) d = 23.04 | x1 = 0 | x2 = 0

14071) d = 23.04 | x1 = 0 | x2 = 0

14072) d = 23.04 | x1 = 0 | x2 = 0

14073) d = 23.04 | x1 = 0 | x2 = 0

14074) d = 23.04 | x1 = 0 | x2 = 0

14075) d = 23.04 | x1 = 0 | x2 = 0

14076) d = 23.04 | x1 = 0 | x2 = 0

14077) d = 23.04 | x1 = 0 | x2 = 0

14078) d = 23.04 | x1 = 0 | x2 = 0

14079) d = 23.04 | x1 = 0 | x2 = 0

14080) d = 23.04 | x1 = 0 | x2 = 0

14081) d = 23.04 | x1 = 0 | x2 = 0

14082) d = 23.04 | x1 = 0 | x2 = 0

14083) d = 23.04 | x1 = 0 | x2 = 0

14084) d = 23.04 | x1 = 0 | x2 = 0

14085) d = 23.04 | x1 = 0 | x2 = 0

14086) d = 23.04 | x1 = 0 | x2 = 0

14087) d = 23.04 | x1 = 0 | x2 = 0

14088) d = 23.04 | x1 = 0 | x2 = 0

14089) d = 23.04 | x1 = 0 | x2 = 0

14090) d = 23.04 | x1 = 0 | x2 = 0

14091) d = 23.04 | x1 = 0 | x2 = 0

14092) d = 23.04 | x1 = 0 | x2 = 0

14093) d = 23.04 | x1 = 0 | x2 = 0

14094) d = 23.04 | x1 = 0 | x2 = 0

14095) d = 23.04 | x1 = 0 | x2 = 0

14096) d = 23.04 | x1 = 0 | x2 = 0

14097) d = 23.04 | x1 = 0 | x2 = 0

14098) d = 23.04 | x1 = 0 | x2 = 0

14099) d = 23.04 | x1 = 0 | x2 = 0

14100) d = 23.04 | x1 = 0 | x2 = 0

14101) d = 23.04 | x1 = 0 | x2 = 0

14102) d = 23.04 | x1 = 0 | x2 = 0

14103) d = 23.04 | x1 = 0 | x2 = 0

14104) d = 23.04 | x1 = 0 | x2 = 0

14105) d = 23.04 | x1 = 0 | x2 = 0

14106) d = 23.04 | x1 = 0 | x2 = 0

14107) d = 23.04 | x1 = 0 | x2 = 0

14108) d = 23.04 | x1 = 0 | x2 = 0

14109) d = 23.04 | x1 = 0 | x2 = 0

14110) d = 23.04 | x1 = 0 | x2 = 0

14111) d = 23.04 | x1 = 0 | x2 = 0

14112) d = 23.04 | x1 = 0 | x2 = 0

14113) d = 23.04 | x1 = 0 | x2 = 0

14114) d = 23.04 | x1 = 0 | x2 = 0

14115) d = 23.04 | x1 = 0 | x2 = 0

14116) d = 23.04 | x1 = 0 | x2 = 0

14117) d = 23.04 | x1 = 0 | x2 = 0

14118) d = 23.04 | x1 = 0 | x2 = 0

14119) d = 23.04 | x1 = 0 | x2 = 0

14120) d = 23.04 | x1 = 0 | x2 = 0

14121) d = 23.04 | x1 = 0 | x2 = 0

14122) d = 23.04 | x1 = 0 | x2 = 0

14123) d = 23.04 | x1 = 0 | x2 = 0

14124) d = 23.04 | x1 = 0 | x2 = 0

14125) d = 23.04 | x1 = 0 | x2 = 0

14126) d = 23.04 | x1 = 0 | x2 = 0

14127) d = 23.04 | x1 = 0 | x2 = 0

14128) d = 23.04 | x1 = 0 | x2 = 0

14129) d = 23.04 | x1 = 0 | x2 = 0

14130) d = 23.04 | x1 = 0 | x2 = 0

14131) d = 23.04 | x1 = 0 | x2 = 0

14132) d = 23.04 | x1 = 0 | x2 = 0

14133) d = 23.04 | x1 = 0 | x2 = 0

14134) d = 22.09 | x1 = 0 | x2 = 0

14135) d = 22.09 | x1 = 0 | x2 = 0

14136) d = 22.09 | x1 = 0 | x2 = 0

14137) d = 22.09 | x1 = 0 | x2 = 0

14138) d = 22.09 | x1 = 0 | x2 = 0

14139) d = 22.09 | x1 = 0 | x2 = 0

14140) d = 22.09 | x1 = 0 | x2 = 0

14141) d = 22.09 | x1 = 0 | x2 = 0

14142) d = 22.09 | x1 = 0 | x2 = 0

14143) d = 22.09 | x1 = 0 | x2 = 0

14144) d = 22.09 | x1 = 0 | x2 = 0

14145) d = 22.09 | x1 = 0 | x2 = 0

14146) d = 22.09 | x1 = 0 | x2 = 0

14147) d = 22.09 | x1 = 0 | x2 = 0

14148) d = 22.09 | x1 = 0 | x2 = 0

14149) d = 22.09 | x1 = 0 | x2 = 0

14150) d = 22.09 | x1 = 0 | x2 = 0

14151) d = 22.09 | x1 = 0 | x2 = 0

14152) d = 22.09 | x1 = 0 | x2 = 0

14153) d = 22.09 | x1 = 0 | x2 = 0

14154) d = 22.09 | x1 = 0 | x2 = 0

14155) d = 22.09 | x1 = 0 | x2 = 0

14156) d = 22.09 | x1 = 0 | x2 = 0

14157) d = 22.09 | x1 = 0 | x2 = 0

14158) d = 22.09 | x1 = 0 | x2 = 0

14159) d = 22.09 | x1 = 0 | x2 = 0

14160) d = 22.09 | x1 = 0 | x2 = 0

14161) d = 22.09 | x1 = 0 | x2 = 0

14162) d = 22.09 | x1 = 0 | x2 = 0

14163) d = 22.09 | x1 = 0 | x2 = 0

14164) d = 22.09 | x1 = 0 | x2 = 0

14165) d = 22.09 | x1 = 0 | x2 = 0

14166) d = 22.09 | x1 = 0 | x2 = 0

14167) d = 22.09 | x1 = 0 | x2 = 0

14168) d = 22.09 | x1 = 0 | x2 = 0

14169) d = 22.09 | x1 = 0 | x2 = 0

14170) d = 22.09 | x1 = 0 | x2 = 0

14171) d = 22.09 | x1 = 0 | x2 = 0

14172) d = 22.09 | x1 = 0 | x2 = 0

14173) d = 22.09 | x1 = 0 | x2 = 0

14174) d = 22.09 | x1 = 0 | x2 = 0

14175) d = 22.09 | x1 = 0 | x2 = 0

14176) d = 22.09 | x1 = 0 | x2 = 0

14177) d = 22.09 | x1 = 0 | x2 = 0

14178) d = 22.09 | x1 = 0 | x2 = 0

14179) d = 22.09 | x1 = 0 | x2 = 0

14180) d = 22.09 | x1 = 0 | x2 = 0

14181) d = 22.09 | x1 = 0 | x2 = 0

14182) d = 22.09 | x1 = 0 | x2 = 0

14183) d = 22.09 | x1 = 0 | x2 = 0

14184) d = 22.09 | x1 = 0 | x2 = 0

14185) d = 22.09 | x1 = 0 | x2 = 0

14186) d = 22.09 | x1 = 0 | x2 = 0

14187) d = 22.09 | x1 = 0 | x2 = 0

14188) d = 22.09 | x1 = 0 | x2 = 0

14189) d = 22.09 | x1 = 0 | x2 = 0

14190) d = 22.09 | x1 = 0 | x2 = 0

14191) d = 22.09 | x1 = 0 | x2 = 0

14192) d = 22.09 | x1 = 0 | x2 = 0

14193) d = 22.09 | x1 = 0 | x2 = 0

14194) d = 22.09 | x1 = 0 | x2 = 0

14195) d = 22.09 | x1 = 0 | x2 = 0

14196) d = 22.09 | x1 = 0 | x2 = 0

14197) d = 22.09 | x1 = 0 | x2 = 0

14198) d = 22.09 | x1 = 0 | x2 = 0

14199) d = 22.09 | x1 = 0 | x2 = 0

14200) d = 22.09 | x1 = 0 | x2 = 0

14201) d = 22.09 | x1 = 0 | x2 = 0

14202) d = 22.09 | x1 = 0 | x2 = 0

14203) d = 22.09 | x1 = 0 | x2 = 0

14204) d = 22.09 | x1 = 0 | x2 = 0

14205) d = 22.09 | x1 = 0 | x2 = 0

14206) d = 22.09 | x1 = 0 | x2 = 0

14207) d = 22.09 | x1 = 0 | x2 = 0

14208) d = 22.09 | x1 = 0 | x2 = 0

14209) d = 22.09 | x1 = 0 | x2 = 0

14210) d = 22.09 | x1 = 0 | x2 = 0

14211) d = 22.09 | x1 = 0 | x2 = 0

14212) d = 22.09 | x1 = 0 | x2 = 0

14213) d = 22.09 | x1 = 0 | x2 = 0

14214) d = 22.09 | x1 = 0 | x2 = 0

14215) d = 22.09 | x1 = 0 | x2 = 0

14216) d = 22.09 | x1 = 0 | x2 = 0

14217) d = 22.09 | x1 = 0 | x2 = 0

14218) d = 22.09 | x1 = 0 | x2 = 0

14219) d = 22.09 | x1 = 0 | x2 = 0

14220) d = 22.09 | x1 = 0 | x2 = 0

14221) d = 22.09 | x1 = 0 | x2 = 0

14222) d = 22.09 | x1 = 0 | x2 = 0

14223) d = 22.09 | x1 = 0 | x2 = 0

14224) d = 22.09 | x1 = 0 | x2 = 0

14225) d = 22.09 | x1 = 0 | x2 = 0

14226) d = 22.09 | x1 = 0 | x2 = 0

14227) d = 22.09 | x1 = 0 | x2 = 0

14228) d = 22.09 | x1 = 0 | x2 = 0

14229) d = 22.09 | x1 = 0 | x2 = 0

14230) d = 22.09 | x1 = 0 | x2 = 0

14231) d = 22.09 | x1 = 0 | x2 = 0

14232) d = 22.09 | x1 = 0 | x2 = 0

14233) d = 22.09 | x1 = 0 | x2 = 0

14234) d = 22.09 | x1 = 0 | x2 = 0

14235) d = 22.09 | x1 = 0 | x2 = 0

14236) d = 22.09 | x1 = 0 | x2 = 0

14237) d = 22.09 | x1 = 0 | x2 = 0

14238) d = 22.09 | x1 = 0 | x2 = 0

14239) d = 22.09 | x1 = 0 | x2 = 0

14240) d = 22.09 | x1 = 0 | x2 = 0

14241) d = 22.09 | x1 = 0 | x2 = 0

14242) d = 22.09 | x1 = 0 | x2 = 0

14243) d = 22.09 | x1 = 0 | x2 = 0

14244) d = 22.09 | x1 = 0 | x2 = 0

14245) d = 22.09 | x1 = 0 | x2 = 0

14246) d = 22.09 | x1 = 0 | x2 = 0

14247) d = 22.09 | x1 = 0 | x2 = 0

14248) d = 22.09 | x1 = 0 | x2 = 0

14249) d = 22.09 | x1 = 0 | x2 = 0

14250) d = 22.09 | x1 = 0 | x2 = 0

14251) d = 22.09 | x1 = 0 | x2 = 0

14252) d = 22.09 | x1 = 0 | x2 = 0

14253) d = 22.09 | x1 = 0 | x2 = 0

14254) d = 22.09 | x1 = 0 | x2 = 0

14255) d = 22.09 | x1 = 0 | x2 = 0

14256) d = 22.09 | x1 = 0 | x2 = 0

14257) d = 22.09 | x1 = 0 | x2 = 0

14258) d = 22.09 | x1 = 0 | x2 = 0

14259) d = 22.09 | x1 = 0 | x2 = 0

14260) d = 22.09 | x1 = 0 | x2 = 0

14261) d = 22.09 | x1 = 0 | x2 = 0

14262) d = 22.09 | x1 = 0 | x2 = 0

14263) d = 22.09 | x1 = 0 | x2 = 0

14264) d = 22.09 | x1 = 0 | x2 = 0

14265) d = 22.09 | x1 = 0 | x2 = 0

14266) d = 22.09 | x1 = 0 | x2 = 0

14267) d = 22.09 | x1 = 0 | x2 = 0

14268) d = 22.09 | x1 = 0 | x2 = 0

14269) d = 22.09 | x1 = 0 | x2 = 0

14270) d = 22.09 | x1 = 0 | x2 = 0

14271) d = 22.09 | x1 = 0 | x2 = 0

14272) d = 22.09 | x1 = 0 | x2 = 0

14273) d = 22.09 | x1 = 0 | x2 = 0

14274) d = 22.09 | x1 = 0 | x2 = 0

14275) d = 22.09 | x1 = 0 | x2 = 0

14276) d = 22.09 | x1 = 0 | x2 = 0

14277) d = 22.09 | x1 = 0 | x2 = 0

14278) d = 22.09 | x1 = 0 | x2 = 0

14279) d = 22.09 | x1 = 0 | x2 = 0

14280) d = 22.09 | x1 = 0 | x2 = 0

14281) d = 22.09 | x1 = 0 | x2 = 0

14282) d = 22.09 | x1 = 0 | x2 = 0

14283) d = 22.09 | x1 = 0 | x2 = 0

14284) d = 22.09 | x1 = 0 | x2 = 0

14285) d = 22.09 | x1 = 0 | x2 = 0

14286) d = 22.09 | x1 = 0 | x2 = 0

14287) d = 22.09 | x1 = 0 | x2 = 0

14288) d = 22.09 | x1 = 0 | x2 = 0

14289) d = 22.09 | x1 = 0 | x2 = 0

14290) d = 22.09 | x1 = 0 | x2 = 0

14291) d = 22.09 | x1 = 0 | x2 = 0

14292) d = 22.09 | x1 = 0 | x2 = 0

14293) d = 22.09 | x1 = 0 | x2 = 0

14294) d = 22.09 | x1 = 0 | x2 = 0

14295) d = 22.09 | x1 = 0 | x2 = 0

14296) d = 22.09 | x1 = 0 | x2 = 0

14297) d = 22.09 | x1 = 0 | x2 = 0

14298) d = 22.09 | x1 = 0 | x2 = 0

14299) d = 22.09 | x1 = 0 | x2 = 0

14300) d = 22.09 | x1 = 0 | x2 = 0

14301) d = 22.09 | x1 = 0 | x2 = 0

14302) d = 22.09 | x1 = 0 | x2 = 0

14303) d = 22.09 | x1 = 0 | x2 = 0

14304) d = 22.09 | x1 = 0 | x2 = 0

14305) d = 22.09 | x1 = 0 | x2 = 0

14306) d = 22.09 | x1 = 0 | x2 = 0

14307) d = 22.09 | x1 = 0 | x2 = 0

14308) d = 22.09 | x1 = 0 | x2 = 0

14309) d = 22.09 | x1 = 0 | x2 = 0

14310) d = 22.09 | x1 = 0 | x2 = 0

14311) d = 22.09 | x1 = 0 | x2 = 0

14312) d = 22.09 | x1 = 0 | x2 = 0

14313) d = 22.09 | x1 = 0 | x2 = 0

14314) d = 22.09 | x1 = 0 | x2 = 0

14315) d = 21.16 | x1 = 0 | x2 = 0

14316) d = 21.16 | x1 = 0 | x2 = 0

14317) d = 21.16 | x1 = 0 | x2 = 0

14318) d = 21.16 | x1 = 0 | x2 = 0

14319) d = 21.16 | x1 = 0 | x2 = 0

14320) d = 21.16 | x1 = 0 | x2 = 0

14321) d = 21.16 | x1 = 0 | x2 = 0

14322) d = 21.16 | x1 = 0 | x2 = 0

14323) d = 21.16 | x1 = 0 | x2 = 0

14324) d = 21.16 | x1 = 0 | x2 = 0

14325) d = 21.16 | x1 = 0 | x2 = 0

14326) d = 21.16 | x1 = 0 | x2 = 0

14327) d = 21.16 | x1 = 0 | x2 = 0

14328) d = 21.16 | x1 = 0 | x2 = 0

14329) d = 21.16 | x1 = 0 | x2 = 0

14330) d = 21.16 | x1 = 0 | x2 = 0

14331) d = 21.16 | x1 = 0 | x2 = 0

14332) d = 21.16 | x1 = 0 | x2 = 0

14333) d = 21.16 | x1 = 0 | x2 = 0

14334) d = 21.16 | x1 = 0 | x2 = 0

14335) d = 21.16 | x1 = 0 | x2 = 0

14336) d = 21.16 | x1 = 0 | x2 = 0

14337) d = 21.16 | x1 = 0 | x2 = 0

14338) d = 21.16 | x1 = 0 | x2 = 0

14339) d = 21.16 | x1 = 0 | x2 = 0

14340) d = 21.16 | x1 = 0 | x2 = 0

14341) d = 21.16 | x1 = 0 | x2 = 0

14342) d = 21.16 | x1 = 0 | x2 = 0

14343) d = 21.16 | x1 = 0 | x2 = 0

14344) d = 21.16 | x1 = 0 | x2 = 0

14345) d = 21.16 | x1 = 0 | x2 = 0

14346) d = 21.16 | x1 = 0 | x2 = 0

14347) d = 21.16 | x1 = 0 | x2 = 0

14348) d = 21.16 | x1 = 0 | x2 = 0

14349) d = 21.16 | x1 = 0 | x2 = 0

14350) d = 21.16 | x1 = 0 | x2 = 0

14351) d = 21.16 | x1 = 0 | x2 = 0

14352) d = 21.16 | x1 = 0 | x2 = 0

14353) d = 21.16 | x1 = 0 | x2 = 0

14354) d = 21.16 | x1 = 0 | x2 = 0

14355) d = 21.16 | x1 = 0 | x2 = 0

14356) d = 21.16 | x1 = 0 | x2 = 0

14357) d = 21.16 | x1 = 0 | x2 = 0

14358) d = 21.16 | x1 = 0 | x2 = 0

14359) d = 21.16 | x1 = 0 | x2 = 0

14360) d = 21.16 | x1 = 0 | x2 = 0

14361) d = 21.16 | x1 = 0 | x2 = 0

14362) d = 21.16 | x1 = 0 | x2 = 0

14363) d = 21.16 | x1 = 0 | x2 = 0

14364) d = 21.16 | x1 = 0 | x2 = 0

14365) d = 21.16 | x1 = 0 | x2 = 0

14366) d = 21.16 | x1 = 0 | x2 = 0

14367) d = 21.16 | x1 = 0 | x2 = 0

14368) d = 21.16 | x1 = 0 | x2 = 0

14369) d = 21.16 | x1 = 0 | x2 = 0

14370) d = 21.16 | x1 = 0 | x2 = 0

14371) d = 21.16 | x1 = 0 | x2 = 0

14372) d = 21.16 | x1 = 0 | x2 = 0

14373) d = 21.16 | x1 = 0 | x2 = 0

14374) d = 21.16 | x1 = 0 | x2 = 0

14375) d = 21.16 | x1 = 0 | x2 = 0

14376) d = 21.16 | x1 = 0 | x2 = 0

14377) d = 21.16 | x1 = 0 | x2 = 0

14378) d = 21.16 | x1 = 0 | x2 = 0

14379) d = 21.16 | x1 = 0 | x2 = 0

14380) d = 21.16 | x1 = 0 | x2 = 0

14381) d = 21.16 | x1 = 0 | x2 = 0

14382) d = 21.16 | x1 = 0 | x2 = 0

